Tag	Type	ID	TPRX2P	LHX8	FOXQ1	PAX9	EGR2	ELK3	ETV5	FOXI1	KLF3	LHX4	ETV4	TLX3	PAX2	SOX10	PAX7	SP7	KLF12	HOXB2	ERG	ETS1	VSX1	GCM1	HNF1B	PAX6	IRF9	TBXT	FOXJ2	TBX21
TCGA-E9-A1RE-01	Reproductive	TCGA-E9-A1RE-01	-9.9658	-5.5735	-5.5735	2.3019	2.9205	3.6393	1.7053	-6.5064	4.1252	1.6830	-0.6643	-9.9658	-0.6643	-9.9658	-9.9658	-5.5735	1.5806	3.1987	1.5854	4.1644	-5.5735	-4.6082	-6.5064	-0.4719	4.5742	-9.9658	2.9167	-2.3147
TCGA-D8-A1XS-01	Reproductive	TCGA-D8-A1XS-01	-9.9658	-4.6082	-3.4580	1.4174	2.0004	4.7762	2.9710	-1.5105	4.4608	0.0014	1.0847	-9.9658	-4.2934	-1.5105	-9.9658	-9.9658	2.3953	4.9218	2.4908	4.9824	-4.0350	-1.2142	-6.5064	-0.6643	6.0905	-9.9658	3.6916	-1.5105
TCGA-BH-A0W3-01	Reproductive	TCGA-BH-A0W3-01	-9.9658	-5.5735	-9.9658	1.0007	1.8643	5.1056	2.7826	5.7228	4.6393	-0.7108	1.2576	-9.9658	1.8363	-3.0469	-3.8160	-6.5064	1.5115	6.0909	2.1213	3.5633	0.2762	0.1648	-9.9658	-1.1488	7.6723	-9.9658	3.8935	-3.0469
TCGA-AN-A0FK-01	Reproductive	TCGA-AN-A0FK-01	-9.9658	-4.6082	-4.0350	0.3685	1.1770	3.6359	1.3901	4.3442	3.3506	-1.4305	4.9388	-9.9658	-1.4305	-9.9658	-5.5735	-6.5064	0.4125	5.1851	1.6327	3.9403	-9.9658	3.2080	-9.9658	-1.2481	6.4360	-9.9658	3.5766	-3.3076
TCGA-BH-A0HL-01	Reproductive	TCGA-BH-A0HL-01	-9.9658	-4.6082	-4.6082	0.2642	1.1770	3.3925	3.2617	-4.6082	4.4210	-1.1811	3.7083	-5.5735	-2.6349	-5.5735	-6.5064	-4.6082	1.8404	5.3995	1.7141	3.7709	-4.6082	-5.0116	-6.5064	-0.2328	7.3468	-9.9658	3.7930	-4.6082
TCGA-E9-A295-01	Reproductive	TCGA-E9-A295-01	-9.9658	-2.7274	0.0580	1.0433	3.0463	4.2965	2.0430	-0.9971	3.9608	-1.9379	0.9716	-9.9658	-0.2845	1.8643	2.6208	-9.9658	0.7407	6.1785	2.6533	4.7645	-2.2447	-4.6082	-6.5064	-1.6850	6.9088	-9.9658	3.2127	-1.7809
TCGA-E2-A156-01	Reproductive	TCGA-E2-A156-01	-9.9658	-9.9658	-9.9658	0.9493	0.3573	4.8595	2.4063	3.3206	3.8739	-0.9686	3.3421	-9.9658	0.4657	-9.9658	-9.9658	-9.9658	2.2603	-0.2498	1.5465	3.7432	-5.0116	0.3573	-9.9658	-1.3183	5.8741	-9.9658	3.7539	-2.9324
TCGA-AC-A62Y-01	Reproductive	TCGA-AC-A62Y-01	-9.9658	-6.5064	-5.0116	1.4120	5.4343	4.1351	2.9205	6.1659	3.6646	-2.8262	-0.5332	-9.9658	0.5069	-9.9658	-4.2934	-9.9658	-0.7346	5.8763	1.9415	3.9617	-3.3076	0.6239	-9.9658	-1.1172	7.3796	-9.9658	2.8381	-1.5105
TCGA-BH-A0HQ-01	Reproductive	TCGA-BH-A0HQ-01	-9.9658	-5.5735	-1.0559	2.3564	1.9968	4.3349	2.1378	-1.4699	3.9459	-0.5543	2.4675	-9.9658	-0.3752	3.2374	-6.5064	-9.9658	1.8840	5.1115	2.3981	4.5928	-5.0116	-1.6850	-9.9658	-1.5951	5.9919	-9.9658	3.2841	-2.7274
TCGA-AR-A2LH-01	Reproductive	TCGA-AR-A2LH-01	-9.9658	-9.9658	-4.6082	2.7007	3.2435	4.7220	2.8014	4.3653	4.4562	-3.0469	1.9931	-9.9658	-0.5543	3.8471	3.1278	-9.9658	1.1833	3.9543	3.3307	5.7968	-4.0350	-4.0350	-9.9658	-1.2481	6.9133	-9.9658	3.0706	0.8568
TCGA-3C-AALI-01	Reproductive	TCGA-3C-AALI-01	-9.9658	-1.6850	-1.7322	2.3871	2.2452	3.8054	1.6466	-5.5735	4.1136	-0.2671	3.6136	-1.3183	-1.2142	-2.9324	-2.9324	-5.5735	0.7579	7.6777	1.8078	4.3169	-1.4699	0.4233	-6.5064	-2.2447	6.4391	-9.9658	2.9281	0.5271
TCGA-D8-A1J9-01	Reproductive	TCGA-D8-A1J9-01	-9.9658	-1.4699	-1.8314	1.8918	1.0079	4.5015	3.0859	3.6804	5.0627	0.0990	1.7360	-9.9658	0.5666	-0.4131	-1.6850	-9.9658	1.3340	4.6623	2.1925	4.5577	-6.5064	3.1228	-6.5064	-0.4131	7.5411	-9.9658	3.5669	-2.9324
TCGA-BH-A1EN-01	Reproductive	TCGA-BH-A1EN-01	-9.9658	-5.5735	-4.0350	3.2722	0.9343	4.2134	2.2237	-9.9658	5.2921	0.1257	3.3814	-9.9658	-5.5735	-9.9658	-6.5064	-6.5064	0.2522	5.1724	3.4384	4.4542	-9.9658	-9.9658	-9.9658	-3.4580	5.0326	-9.9658	2.9893	-3.3076
TCGA-AO-A0J4-01	Reproductive	TCGA-AO-A0J4-01	-9.9658	-2.8262	0.8408	-0.9132	2.2299	4.3639	4.1684	1.5854	4.3463	-2.5479	5.2706	-2.3147	-6.5064	7.1623	-9.9658	-5.5735	1.6695	1.0779	2.1047	6.2167	-9.9658	-5.5735	-6.5064	5.0696	6.5996	-4.0350	3.6172	0.4233
TCGA-AQ-A04J-01	Reproductive	TCGA-AQ-A04J-01	-9.9658	-3.8160	-1.1811	-0.1504	2.4090	4.6594	3.1011	5.1740	3.6440	-1.4699	2.3193	-9.9658	-5.5735	6.5464	-9.9658	-5.0116	2.1476	1.4652	2.7379	6.4842	-3.4580	-5.5735	-6.5064	4.6242	6.0503	-9.9658	4.0619	-0.3940
TCGA-E9-A1N4-01	Reproductive	TCGA-E9-A1N4-01	-9.9658	-9.9658	-4.2934	1.2576	2.4727	5.0488	2.8034	1.1897	4.4236	-1.1811	-1.1488	-9.9658	-9.9658	0.0300	-9.9658	-5.0116	1.2455	5.5714	3.0876	5.5598	-9.9658	-0.8863	-9.9658	-1.6394	5.7010	-9.9658	3.6113	-0.5543
TCGA-E2-A576-01	Reproductive	TCGA-E2-A576-01	-9.9658	-9.9658	-3.4580	0.5859	0.5955	2.6693	0.6790	-4.0350	2.5487	-4.0350	-0.0877	-9.9658	-3.6259	-0.9132	-6.5064	-9.9658	-0.9132	1.9264	0.3346	1.9340	-9.9658	-9.9658	-5.0116	-1.7322	6.2799	-9.9658	2.0742	-1.5522
TCGA-A8-A096-01	Reproductive	TCGA-A8-A096-01	-9.9658	-5.5735	-2.5479	1.2516	2.3423	4.9519	3.5791	1.8036	4.8881	-0.7346	2.3423	-9.9658	-9.9658	-5.5735	-9.9658	-4.2934	1.9749	4.6685	2.7508	5.4549	-9.9658	-0.6643	-9.9658	-1.8836	7.3083	-9.9658	3.4958	0.0580
TCGA-A2-A25C-01	Reproductive	TCGA-A2-A25C-01	-9.9658	-3.4580	-2.9324	3.9166	3.6393	4.9275	2.7270	5.5671	4.6809	-0.2159	3.3577	-9.9658	-0.4131	-1.5951	-9.9658	-5.5735	1.8879	4.4732	2.8955	5.4393	-1.3183	-1.1488	-9.9658	-1.5522	9.0359	-9.9658	3.1797	-1.2828
TCGA-E2-A1LS-01	Reproductive	TCGA-E2-A1LS-01	-9.9658	-9.9658	-9.9658	-1.2828	1.4335	3.0002	3.8531	5.9521	2.5437	-2.7274	3.4451	-9.9658	-9.9658	7.7167	-9.9658	-9.9658	0.0158	-0.6643	0.5370	2.9544	-3.6259	-9.9658	-9.9658	-1.3921	3.1011	-9.9658	2.3592	-4.6082
TCGA-A2-A0CS-01	Reproductive	TCGA-A2-A0CS-01	-9.9658	-6.5064	-0.7108	2.5972	0.8961	4.1523	2.3508	5.5469	2.7868	-4.2934	0.0854	-9.9658	-0.7108	-2.9324	-9.9658	-6.5064	0.9038	5.5339	0.4967	3.4156	-4.0350	0.1648	-4.0350	-1.2828	7.1244	-9.9658	3.3321	-5.5735
TCGA-AO-A12G-01	Reproductive	TCGA-AO-A12G-01	-9.9658	-6.5064	-3.1714	1.8036	1.4011	4.2017	1.9822	-2.5479	2.9875	-4.2934	0.8647	-9.9658	-0.3940	0.6517	-3.4580	-9.9658	0.3573	3.2929	2.7249	4.5286	-9.9658	-3.4580	-9.9658	-2.5479	4.6271	-9.9658	2.3280	-3.3076
TCGA-BH-A0BR-01	Reproductive	TCGA-BH-A0BR-01	-9.9658	-3.0469	-0.5973	1.3051	3.8167	5.0260	2.6940	4.9122	4.1740	-2.3884	0.7493	-9.9658	0.1388	-0.0425	1.7053	-9.9658	1.6875	4.3378	3.4543	5.5708	-5.5735	0.4761	-5.5735	-2.4659	6.3728	-9.9658	3.4543	-1.3921
TCGA-A2-A1FZ-01	Reproductive	TCGA-A2-A1FZ-01	-9.9658	-9.9658	-1.0559	1.0293	4.0304	5.3879	3.3689	0.3573	5.0614	-0.2671	1.2636	-9.9658	-1.0559	2.6962	-2.1140	-9.9658	2.5036	5.6306	3.0740	5.3590	-9.9658	-1.8836	-6.5064	-0.9686	6.3069	-9.9658	3.6961	-1.3548
TCGA-EW-A6S9-01	Reproductive	TCGA-EW-A6S9-01	-9.9658	-9.9658	0.2762	3.1079	2.9488	4.0523	2.7889	-5.0116	4.1011	-0.8863	2.8280	-2.6349	-1.2142	-0.3566	-6.5064	-4.0350	1.5514	3.5851	2.4306	4.3979	-6.5064	-1.6850	-5.5735	-1.6850	6.8657	-9.9658	3.5009	-2.3884
TCGA-D8-A27G-01	Reproductive	TCGA-D8-A27G-01	-9.9658	-3.8160	-3.8160	2.0912	4.1384	4.5988	2.4727	-9.9658	4.1915	-0.9132	0.4125	-9.9658	0.2400	-3.8160	-4.0350	-5.5735	2.6185	2.9032	2.4649	5.1240	-6.5064	-5.5735	-9.9658	-0.1504	6.9041	-9.9658	3.4411	-0.1993
TCGA-AC-A3BB-01	Reproductive	TCGA-AC-A3BB-01	-9.9658	-4.2934	-2.3147	1.8444	4.4964	4.7345	2.4831	3.4648	3.5399	-2.8262	0.0440	-9.9658	0.9568	0.6608	-5.5735	-5.5735	1.1050	5.5043	2.7868	5.1334	-2.3147	-4.0350	-6.5064	-1.8836	6.5309	-9.9658	2.8076	0.7407
TCGA-AC-A6IX-01	Reproductive	TCGA-AC-A6IX-01	-9.9658	-9.9658	-3.6259	2.1638	4.8997	5.1647	2.4779	0.4865	4.1078	-0.9406	0.8408	-9.9658	0.3573	1.3956	2.6602	-4.6082	1.3511	4.9924	3.2959	5.1140	-5.5735	-2.7274	-9.9658	-1.6850	7.5436	-9.9658	3.5411	-0.6873
TCGA-AO-A0JD-01	Reproductive	TCGA-AO-A0JD-01	-9.9658	-6.5064	-1.9379	2.0289	1.6604	2.8974	0.8961	-1.4699	4.4719	-0.5543	0.2881	-5.5735	-9.9658	1.4652	-9.9658	-9.9658	0.8883	5.3434	0.7493	3.7730	-4.0350	-3.3076	-5.5735	-1.2828	6.7677	-9.9658	2.7972	-1.1811
TCGA-OL-A5RX-01	Reproductive	TCGA-OL-A5RX-01	-9.9658	-5.5735	-2.1779	2.5338	4.2699	4.3392	3.0038	3.2405	3.9810	-0.5756	5.3198	-9.9658	-2.2447	4.3349	-6.5064	-5.0116	1.1447	3.1540	2.4908	4.8490	-4.6082	-4.6082	-5.0116	-1.8314	5.5711	-9.9658	3.0808	-1.3921
TCGA-BH-A0B1-01	Reproductive	TCGA-BH-A0B1-01	-9.9658	-5.0116	-0.9686	1.0079	3.0002	5.1966	2.0946	-1.8836	4.3618	-2.9324	0.1648	-4.6082	-6.5064	0.9935	-9.9658	-9.9658	0.8327	7.1158	3.0340	5.0879	-2.8262	-1.8314	-6.5064	-1.1488	6.7204	-9.9658	3.6646	-2.5479
TCGA-A8-A09D-01	Reproductive	TCGA-A8-A09D-01	-9.9658	-3.6259	-2.0529	2.6138	2.4386	4.3364	2.8199	5.3705	4.0850	-1.0262	0.3796	-1.8314	1.2992	-5.0116	0.7664	-9.9658	1.8564	2.2960	3.1876	5.3338	-3.3076	-9.9658	-9.9658	-0.8863	7.8706	-9.9658	3.6018	-1.4305
TCGA-A1-A0SO-01	Reproductive	TCGA-A1-A0SO-01	-9.9658	-4.6082	-9.9658	6.1328	1.6093	2.7270	2.6602	-1.9942	3.4868	-3.6259	4.9933	-4.2934	-6.5064	7.4666	-9.9658	-5.0116	2.2175	-0.4719	1.3735	3.3293	-9.9658	-9.9658	-6.5064	-1.9379	6.5309	-9.9658	4.3399	-2.8262
TCGA-A2-A0SU-01	Reproductive	TCGA-A2-A0SU-01	-9.9658	-9.9658	-5.5735	-2.9324	2.7336	4.5547	2.3704	3.4251	4.0653	-3.6259	2.9525	-9.9658	-5.0116	3.4804	-9.9658	-5.0116	1.8444	6.6592	2.6895	4.9883	-4.0350	-3.1714	-9.9658	-0.7588	6.1235	-9.9658	3.4075	-1.8314
TCGA-AC-A2FE-01	Reproductive	TCGA-AC-A2FE-01	-9.9658	-6.5064	-2.6349	2.5338	5.7159	4.6702	2.4985	-1.3921	4.2088	-1.3548	3.8905	-9.9658	-0.5332	1.2636	-5.0116	-9.9658	1.5806	3.7815	2.8740	5.5611	-9.9658	-4.2934	-5.0116	-1.6850	6.9626	-9.9658	2.9544	1.5266
TCGA-D8-A143-01	Reproductive	TCGA-D8-A143-01	-9.9658	-9.9658	-2.0529	3.2189	1.5854	3.4156	6.5670	1.8524	4.3876	-2.8262	6.7489	2.2783	-1.1488	-9.9658	3.8739	-9.9658	0.1903	4.1820	1.6875	4.6933	-9.9658	-5.0116	-6.5064	0.7579	5.7955	-0.7588	4.2980	-0.7346
TCGA-A7-A56D-01	Reproductive	TCGA-A7-A56D-01	-9.9658	-9.9658	-3.8160	0.5470	-0.4719	1.7912	2.1670	2.3592	1.0983	-3.0469	1.7316	-9.9658	-2.2447	-3.6259	0.3231	-6.5064	-1.0862	2.7465	-0.8863	1.0983	-1.9942	-6.5064	-4.2934	-5.5735	7.5052	-9.9658	1.9149	-3.1714
TCGA-LL-A5YM-01	Reproductive	TCGA-LL-A5YM-01	-9.9658	-5.0116	-5.0116	-3.6259	-0.3383	2.6208	0.7664	-4.2934	1.8363	-3.4580	-1.5951	-9.9658	-0.0425	-9.9658	-5.5735	-4.0350	-3.3076	0.6969	0.2277	1.9527	-9.9658	-6.5064	-9.9658	-3.0469	6.3744	-9.9658	1.4281	-2.6349
TCGA-A8-A09A-01	Reproductive	TCGA-A8-A09A-01	-9.9658	-4.6082	-1.3548	2.1345	2.5756	4.7121	2.6828	0.1648	4.5838	-1.1811	0.9568	-9.9658	0.4016	3.1733	-9.9658	-9.9658	2.5238	4.7555	3.0859	5.3024	-3.8160	-6.5064	-9.9658	-1.5522	5.8640	-9.9658	3.7160	-0.5332
TCGA-D8-A27R-01	Reproductive	TCGA-D8-A27R-01	-9.9658	-6.5064	-3.3076	-1.5105	2.8422	4.2235	1.9931	1.4281	3.6382	-2.3147	0.4657	-9.9658	-2.1779	-0.3566	-1.5951	-6.5064	0.2277	5.7388	1.9931	4.2518	-9.9658	0.7233	-6.5064	-1.6394	7.0985	-9.9658	3.1844	-0.4719
TCGA-GM-A3XL-01	Reproductive	TCGA-GM-A3XL-01	-9.9658	-5.5735	-5.0116	-3.8160	-0.3752	2.5238	2.9148	4.7038	2.8974	-3.6259	2.2990	-4.0350	-6.5064	1.1447	-9.9658	-5.0116	-1.0262	1.2934	-0.6873	4.3306	-4.6082	-4.2934	-6.5064	0.5568	7.0279	-9.9658	3.4304	0.1776
TCGA-D8-A1JM-01	Reproductive	TCGA-D8-A1JM-01	-9.9658	-9.9658	-0.6193	3.4237	3.1475	2.4675	2.8955	3.9356	3.9079	-1.3548	2.6783	0.2522	-5.5735	4.2773	0.8726	-4.0350	-0.1993	-0.3940	1.2394	3.6312	-9.9658	-5.0116	-9.9658	0.9642	6.0319	-4.6082	5.0523	-1.2481
TCGA-BH-A0E1-01	Reproductive	TCGA-BH-A0E1-01	-9.9658	-9.9658	-1.9942	1.4911	1.8996	4.0295	2.6278	4.0082	3.9251	-2.3884	3.7171	-9.9658	0.7058	2.7572	-9.9658	-6.5064	1.3567	5.8347	2.4171	4.8430	-3.1714	-2.1779	-9.9658	-1.6850	6.4355	-9.9658	3.2647	-1.9379
TCGA-E9-A248-01	Reproductive	TCGA-E9-A248-01	-3.6259	-9.9658	-6.5064	3.9506	2.1798	4.0046	1.3283	1.0222	4.7077	-1.1488	-0.9971	-6.5064	-3.4580	-1.1172	-9.9658	-9.9658	1.7786	2.5972	1.2815	5.3399	-5.5735	-4.6082	-5.5735	-2.3884	7.6865	-2.6349	2.5511	1.0642
TCGA-D8-A1JS-01	Reproductive	TCGA-D8-A1JS-01	-9.9658	-9.9658	-9.9658	1.8564	-2.1779	2.9375	1.0363	3.5510	4.3321	-3.8160	0.4967	-9.9658	-1.3921	-9.9658	-9.9658	-9.9658	-1.5522	5.9160	0.6790	1.9527	-9.9658	-0.4521	-9.9658	-1.9942	7.2027	-9.9658	2.3677	-4.0350
TCGA-BH-A18T-01	Reproductive	TCGA-BH-A18T-01	-9.9658	-5.5735	-3.8160	-0.6193	2.2237	3.7464	2.9747	4.6781	3.4856	-1.1488	4.3097	-9.9658	-9.9658	5.5348	-9.9658	-5.5735	2.1213	0.3796	1.1960	5.6053	-9.9658	-9.9658	-9.9658	-3.6259	4.4977	-9.9658	3.8147	-1.9942
TCGA-E2-A1IK-01	Reproductive	TCGA-E2-A1IK-01	-9.9658	-9.9658	-9.9658	-1.9942	2.5263	3.3478	2.4412	0.6790	3.1765	-4.6082	3.5124	-9.9658	-9.9658	1.9564	-9.9658	-4.2934	-0.4921	6.5018	1.4859	4.1002	-5.5735	-0.9406	-9.9658	-2.3884	6.8057	-9.9658	2.4465	-0.9971
TCGA-AO-A0JM-01	Reproductive	TCGA-AO-A0JM-01	-9.9658	-1.1172	-2.7274	3.0825	3.9783	4.1219	2.0289	-3.1714	4.0799	-2.0529	1.5165	-9.9658	-2.8262	-3.8160	-3.8160	-9.9658	1.5064	2.5780	2.2633	4.7044	-0.1993	-2.1779	-9.9658	-2.1779	7.6764	-9.9658	3.0234	-3.0469
TCGA-PE-A5DC-01	Reproductive	TCGA-PE-A5DC-01	-9.9658	-9.9658	-4.0350	0.8568	2.2175	4.3242	1.2756	2.9966	2.1313	-1.3921	1.6695	-9.9658	1.3051	1.8484	-5.5735	-3.6259	0.7999	2.7139	2.4306	4.1531	-3.8160	-1.7809	-9.9658	-1.4305	7.5571	-9.9658	3.0127	-1.9942
TCGA-BH-A0BJ-01	Reproductive	TCGA-BH-A0BJ-01	-9.9658	-6.5064	-1.2828	1.2394	3.3379	4.7960	2.8280	2.2990	3.7846	-1.3548	-0.0425	-5.5735	-1.1811	3.1685	-9.9658	-9.9658	1.8363	6.1655	3.3883	5.3824	-4.2934	-2.4659	-9.9658	-1.1172	5.5053	-9.9658	3.5349	-1.1172
TCGA-D8-A4Z1-01	Reproductive	TCGA-D8-A4Z1-01	-9.9658	-5.5735	-1.3921	2.7249	5.6823	5.1942	2.7007	3.6994	4.0144	-0.6873	3.4804	-9.9658	-1.4305	5.8936	-5.0116	-6.5064	1.2934	5.3266	3.6370	5.3712	-2.5479	-1.4305	-9.9658	-0.9971	6.3114	-9.9658	3.6566	0.0718
TCGA-A2-A0CY-01	Reproductive	TCGA-A2-A0CY-01	-9.9658	-4.2934	-0.9406	2.6693	0.8805	2.5972	3.1409	-5.5735	1.9226	-1.9379	4.7965	-9.9658	-3.8160	-2.5479	0.0854	-9.9658	-0.9971	6.5729	-0.4325	1.0222	-1.0262	-9.9658	-9.9658	-1.3548	4.3681	-2.0529	1.8363	-4.6082
TCGA-AN-A0FJ-01	Reproductive	TCGA-AN-A0FJ-01	-9.9658	-6.5064	-5.0116	0.0300	1.6187	2.4857	3.8300	-3.3076	2.9224	-2.1779	3.8157	-1.4305	-5.5735	4.5305	-9.9658	-9.9658	2.3926	-0.2671	0.9268	3.2389	-9.9658	-6.5064	-9.9658	2.5338	2.7679	-9.9658	2.5610	-3.0469
TCGA-E9-A247-01	Reproductive	TCGA-E9-A247-01	-9.9658	-2.4659	-2.6349	-0.1187	1.2696	4.1506	1.6785	-1.0862	4.3097	-0.5125	3.0978	-9.9658	-5.5735	1.8879	-3.8160	-9.9658	0.9862	1.9859	1.4120	3.4920	-3.6259	-5.0116	-6.5064	-1.1172	8.6393	-9.9658	3.2420	-2.8262
TCGA-E2-A1B6-01	Reproductive	TCGA-E2-A1B6-01	-9.9658	-9.9658	-2.4659	-1.5951	1.7009	3.1892	2.4571	-0.0277	3.4224	-4.2934	1.1447	1.7575	-6.5064	6.2174	-9.9658	-9.9658	1.6830	1.9188	1.1184	5.8176	-9.9658	-3.0469	-3.8160	0.2998	7.4652	-9.9658	2.9544	2.0147
TCGA-AR-A24X-01	Reproductive	TCGA-AR-A24X-01	-9.9658	-5.5735	-4.2934	2.9148	4.2601	4.4810	2.4279	-2.7274	4.9878	-0.9406	2.7007	-9.9658	-5.0116	-0.3752	-5.5735	-9.9658	1.8404	2.3871	2.7572	4.9524	-9.9658	-2.3884	-9.9658	-1.3183	5.6276	-9.9658	3.2541	-1.1811
TCGA-BH-A1FR-01	Reproductive	TCGA-BH-A1FR-01	-9.9658	-9.9658	-2.9324	-0.8599	2.4465	4.0841	3.1045	-1.8314	3.9965	-1.9942	0.5370	-9.9658	-6.5064	0.6050	-9.9658	-5.0116	0.7748	2.1476	2.4805	4.6317	-5.5735	-0.1345	-9.9658	-1.8314	5.8807	-9.9658	3.2189	-0.8339
TCGA-BH-A0DV-01	Reproductive	TCGA-BH-A0DV-01	-9.9658	-2.0529	-3.0469	2.7847	5.3488	5.9908	3.0340	0.4233	4.1836	-2.5479	-0.1345	-9.9658	-0.5125	2.8779	-9.9658	-4.6082	2.2960	5.2388	4.3227	6.3495	-2.1779	-2.8262	-9.9658	-1.5105	5.4568	-9.9658	3.4920	-1.6850
TCGA-A7-A13F-01	Reproductive	TCGA-A7-A13F-01	-9.9658	-9.9658	-3.6259	1.7360	1.3623	4.7010	2.5338	4.8156	3.7072	-1.6394	0.1648	-9.9658	-0.6193	0.2029	-9.9658	-5.0116	1.6140	1.3397	2.5852	4.5754	-9.9658	-3.0469	-9.9658	-1.9379	3.5009	-9.9658	3.5815	-3.4580
TCGA-OL-A6VO-01	Reproductive	TCGA-OL-A6VO-01	-9.9658	-6.5064	-1.1488	2.9394	2.6138	3.1393	2.1213	-5.0116	4.3834	-3.0469	4.4290	-3.0469	-9.9658	6.2141	-9.9658	-9.9658	1.2147	0.2881	0.8408	4.1036	-4.0350	-9.9658	-5.5735	-1.0262	7.1429	-5.0116	2.7270	-1.4699
TCGA-GM-A2DL-01	Reproductive	TCGA-GM-A2DL-01	-9.9658	-0.3940	0.0718	2.2543	3.2405	4.2571	2.2144	-3.4580	4.3220	-2.1779	0.7748	-9.9658	-2.1779	-9.9658	-9.9658	-6.5064	0.8568	4.2533	2.5437	4.7181	-9.9658	-3.8160	-5.0116	-0.4521	5.8069	-9.9658	3.1195	-2.9324
TCGA-A2-A0T2-01	Reproductive	TCGA-A2-A0T2-01	-9.9658	-9.9658	-0.8599	-0.3752	2.1378	3.3966	3.8350	-0.7346	3.1162	-2.3147	3.9737	-5.0116	-9.9658	5.1490	-9.9658	-4.2934	-1.1488	1.4011	1.2023	3.8749	-2.7274	-4.6082	-9.9658	1.5366	4.9901	-9.9658	2.5263	-1.9379
TCGA-E2-A2P5-01	Reproductive	TCGA-E2-A2P5-01	-9.9658	-9.9658	-0.9971	2.1670	1.1512	3.8690	1.0915	1.2147	2.7572	-3.4580	1.2636	-9.9658	-2.9324	0.7999	4.2518	-9.9658	-0.0725	3.9874	2.1247	3.9691	-9.9658	-0.3566	-5.5735	-1.8314	5.8832	-9.9658	3.1442	-1.6394
TCGA-A2-A0CP-01	Reproductive	TCGA-A2-A0CP-01	-9.9658	-4.0350	-1.4699	0.2998	2.7227	4.0627	2.6805	1.2934	3.4048	-1.7322	2.1702	-9.9658	-3.6259	3.9337	-9.9658	-9.9658	0.5370	3.6219	2.5536	4.3660	-5.0116	-3.1714	-9.9658	-1.5105	6.0616	-9.9658	2.6918	-2.1140
TCGA-A7-A0CJ-01	Reproductive	TCGA-A7-A0CJ-01	-9.9658	-6.5064	-5.5735	2.7465	1.7097	2.7951	0.9716	-9.9658	3.3407	1.8564	1.3956	-9.9658	-9.9658	0.4340	-5.5735	-9.9658	1.2085	4.4556	1.1577	3.2662	-4.0350	-2.8262	-9.9658	-1.2481	7.3373	-9.9658	2.6579	-1.5105
TCGA-E2-A154-01	Reproductive	TCGA-E2-A154-01	-9.9658	-9.9658	-4.6082	2.1080	1.0642	3.8561	2.2360	1.2271	4.4829	-0.1993	3.2811	-9.9658	-9.9658	-4.0350	-9.9658	-3.6259	1.4011	3.6543	1.8996	3.6635	-9.9658	-4.2934	-3.1714	-1.0862	6.5130	-9.9658	3.6382	-3.8160
TCGA-A8-A092-01	Reproductive	TCGA-A8-A092-01	-9.9658	-9.9658	-2.2447	3.4344	0.1776	3.3321	1.3735	-5.0116	4.0001	0.3460	2.2051	-9.9658	-4.0350	-0.7346	-9.9658	-6.5064	0.9419	5.1591	0.7999	3.5498	-2.4659	-3.8160	-6.5064	-1.8314	7.5456	-9.9658	3.6983	-2.7274
TCGA-A8-A09X-01	Reproductive	TCGA-A8-A09X-01	-9.9658	-9.9658	-6.5064	2.6114	1.6374	3.7582	2.2019	1.6234	3.3703	-1.1488	-2.1779	-9.9658	-4.2934	-3.4580	-9.9658	-9.9658	1.3397	3.5621	2.5437	5.1002	-9.9658	-6.5064	-9.9658	-1.1488	5.9253	-9.9658	3.2587	0.4125
TCGA-AC-A3YJ-01	Reproductive	TCGA-AC-A3YJ-01	-9.9658	-9.9658	-9.9658	1.4228	0.1903	3.0893	2.8178	6.1215	2.2268	-3.0469	5.2593	-9.9658	2.4985	-9.9658	-9.9658	-9.9658	-0.5332	6.2417	0.7493	2.7910	-1.7322	1.5316	-9.9658	-0.9132	6.1449	-9.9658	2.3843	-1.8314
TCGA-A2-A4RW-01	Reproductive	TCGA-A2-A4RW-01	-9.9658	-9.9658	-0.6643	1.5563	2.8014	4.9440	2.6114	-2.3884	4.1128	-0.0574	2.0147	-9.9658	2.1280	1.9786	0.8726	-9.9658	1.7532	5.9376	3.1876	5.2231	-9.9658	-2.1779	-5.5735	-1.7322	6.9320	-9.9658	3.8370	-0.0277
TCGA-JL-A3YX-01	Reproductive	TCGA-JL-A3YX-01	-9.9658	-9.9658	-2.3147	2.3337	3.1079	3.0774	1.4120	-1.4305	3.1860	-0.5332	1.0222	-9.9658	-2.9324	1.5216	-3.3076	-9.9658	-0.9971	3.7496	1.5013	2.9544	-9.9658	-2.8262	-6.5064	-1.5951	5.1736	-9.9658	2.7615	-3.1714
TCGA-B6-A0WS-01	Reproductive	TCGA-B6-A0WS-01	-9.9658	-5.0116	-2.4659	-0.6193	2.5087	4.4673	2.4332	0.0158	4.7110	-1.5951	3.4358	-9.9658	-5.5735	-1.9379	-1.6394	-5.0116	1.9859	7.1903	2.5610	5.3629	-4.2934	-5.5735	-5.5735	-1.3921	7.1040	-9.9658	3.6172	0.7233
