Tag	Type	ID	TPRX2P	LHX8	FOXQ1	PAX9	EGR2	ELK3	ETV5	FOXI1	KLF3	LHX4	ETV4	TLX3	PAX2	SOX10	PAX7	SP7	KLF12	HOXB2	ERG	ETS1	VSX1	GCM1	HNF1B	PAX6	IRF9	TBXT	FOXJ2	TBX21
TCGA-D3-A3MV-06	Integumentary	TCGA-D3-A3MV-06	-9.9658	-6.5064	-9.9658	-3.6259	1.8201	4.7756	7.1537	-9.9658	3.1011	-1.6394	6.9158	-9.9658	-9.9658	8.1428	-6.5064	-9.9658	1.9415	5.3162	0.8883	4.9566	-3.6259	-6.5064	-9.9658	-1.2142	5.2177	-9.9658	2.5536	-2.4659
TCGA-D3-A2JA-06	Integumentary	TCGA-D3-A2JA-06	-9.9658	-9.9658	-5.5735	-2.8262	3.4894	6.5037	6.6349	-1.6394	3.9691	-1.3921	5.3126	-3.3076	-6.5064	8.3187	-5.5735	-5.5735	2.7763	4.9723	2.3135	6.0841	-1.2481	-9.9658	-9.9658	-1.7809	7.1910	-9.9658	3.1442	0.3573
TCGA-EE-A2A2-06	Integumentary	TCGA-EE-A2A2-06	-9.9658	-6.5064	-9.9658	-1.3183	1.5013	4.1384	7.1033	-9.9658	3.6939	-2.1779	7.1450	-9.9658	-9.9658	8.2585	-6.5064	-6.5064	2.8321	4.1636	-0.0425	7.7675	-9.9658	-5.0116	-5.5735	-1.7809	5.3723	-9.9658	2.9224	-0.2159
TCGA-DA-A1IA-06	Integumentary	TCGA-DA-A1IA-06	-9.9658	-5.0116	-6.5064	-0.5973	-1.2142	1.0573	7.6243	-9.9658	1.2934	-6.5064	7.5110	-9.9658	-2.4659	9.3955	-9.9658	-4.2934	-0.8084	-4.0350	-2.6349	4.3378	-9.9658	-9.9658	-9.9658	-1.9379	5.4393	-9.9658	4.0532	-2.9324
TCGA-FS-A4F8-06	Integumentary	TCGA-FS-A4F8-06	-9.9658	-9.9658	-5.0116	-5.5735	2.7139	5.4009	6.0246	-9.9658	3.4530	-2.7274	6.8867	-9.9658	-9.9658	6.8421	-9.9658	-5.0116	2.5511	2.5972	4.1036	6.6813	-4.6082	-4.6082	-5.0116	-2.0529	5.9729	-9.9658	3.0110	1.1770
TCGA-EE-A2A0-06	Integumentary	TCGA-EE-A2A0-06	-9.9658	-5.5735	-9.9658	-1.1811	2.2990	5.5236	7.5817	-9.9658	4.1954	-1.8836	4.2758	-9.9658	-9.9658	6.5877	-9.9658	-9.9658	2.6918	3.4061	2.9090	6.9780	-4.6082	-4.6082	-9.9658	-1.3183	6.1745	-9.9658	2.7742	-0.5543
TCGA-EE-A2GL-06	Integumentary	TCGA-EE-A2GL-06	-3.8160	-5.0116	-9.9658	-0.2498	2.5462	5.2025	6.8385	-9.9658	3.4237	-1.9942	7.1560	-9.9658	-1.4699	7.8686	-6.5064	-5.5735	2.0742	1.5115	1.5806	6.2583	-5.5735	-4.6082	-5.5735	-2.3884	5.9975	-3.8160	3.1458	0.9568
TCGA-FS-A1ZS-06	Integumentary	TCGA-FS-A1ZS-06	-9.9658	-5.5735	-4.2934	-0.7588	3.0585	7.2368	5.6671	-9.9658	4.4516	-2.9324	5.9428	-9.9658	-9.9658	-4.6082	-9.9658	-4.6082	3.8769	5.4009	4.9732	5.5432	-3.8160	-9.9658	-6.5064	-0.5543	6.7366	-9.9658	3.8621	-2.3147
TCGA-D3-A3CF-06	Integumentary	TCGA-D3-A3CF-06	-9.9658	-9.9658	-4.6082	-2.3884	2.0604	4.5814	6.0457	-6.5064	3.7518	-2.6349	3.8064	-9.9658	-6.5064	7.8473	-9.9658	-4.6082	2.0776	3.2572	2.0638	6.3872	-5.0116	-9.9658	-9.9658	-1.5522	5.9596	-6.5064	2.5313	-0.5125
TCGA-EE-A3JA-06	Integumentary	TCGA-EE-A3JA-06	-9.9658	-4.2934	-9.9658	-9.9658	1.7403	4.0118	7.6278	-9.9658	4.4135	-1.5105	4.7725	-9.9658	-9.9658	7.8164	-9.9658	-9.9658	0.0440	2.9784	0.2998	6.7621	-5.0116	-4.6082	-9.9658	-0.6416	6.4666	-9.9658	2.2633	-0.5125
TCGA-ER-A2NF-06	Integumentary	TCGA-ER-A2NF-06	-9.9658	-9.9658	-6.5064	-9.9658	-1.3183	2.9507	6.3992	-9.9658	2.9109	-4.6082	4.4310	-9.9658	-9.9658	8.0094	-9.9658	-6.5064	-1.0262	-2.4659	0.8082	5.4320	-9.9658	-6.5064	-6.5064	-2.8262	6.2176	-9.9658	2.1378	-0.9686
TCGA-FS-A1YY-06	Integumentary	TCGA-FS-A1YY-06	-9.9658	-9.9658	-9.9658	-0.3566	1.3567	3.9175	7.4756	-6.5064	2.5061	-2.3884	4.8679	-9.9658	-9.9658	7.6107	-9.9658	-6.5064	1.2934	3.9883	1.8604	5.8883	-2.1140	-9.9658	-5.0116	-0.2498	4.0662	-9.9658	2.5852	-4.0350
TCGA-DA-A1HV-06	Integumentary	TCGA-DA-A1HV-06	-9.9658	-5.0116	-5.5735	-1.7322	2.4035	4.4463	5.7504	-9.9658	3.7888	-2.8262	6.4325	-9.9658	-6.5064	8.9544	-9.9658	-4.2934	0.8327	5.0077	0.3685	5.5008	-9.9658	-5.5735	-5.0116	-2.5479	6.1639	-9.9658	2.2113	1.3109
TCGA-WE-A8ZX-06	Integumentary	TCGA-WE-A8ZX-06	-9.9658	-9.9658	-9.9658	-2.8262	1.0079	3.2766	5.2597	-9.9658	2.2813	-2.1779	5.9011	-9.9658	-5.5735	7.5720	-9.9658	-9.9658	1.6327	3.1045	-0.5756	4.8161	-6.5064	-2.4659	-9.9658	0.7664	5.4663	-4.6082	2.1670	0.3796
TCGA-EE-A20H-06	Integumentary	TCGA-EE-A20H-06	-4.0350	-4.6082	-6.5064	5.4443	1.7786	4.1644	7.1596	-4.0350	3.3814	-2.3884	6.8688	-1.3548	0.9191	8.7745	-2.1779	-2.2447	3.2018	3.5911	1.1706	5.1611	-4.6082	-9.9658	-6.5064	3.4183	5.4380	-5.0116	3.9765	-1.9379
TCGA-FR-A69P-06	Integumentary	TCGA-FR-A69P-06	-9.9658	-9.9658	-9.9658	-2.9324	3.5060	6.1090	6.9550	-9.9658	3.8886	-1.2481	6.4363	-9.9658	-9.9658	8.4124	-9.9658	-9.9658	3.6950	4.1178	1.4547	6.1392	-5.0116	-9.9658	-6.5064	-3.1714	5.1227	-9.9658	3.0145	-2.3147
TCGA-EB-A5SG-06	Integumentary	TCGA-EB-A5SG-06	-9.9658	-9.9658	-9.9658	-3.4580	2.8199	2.7972	5.3263	-6.5064	2.6487	-4.6082	4.9887	-1.8314	-9.9658	6.7655	-9.9658	-9.9658	0.2277	2.1734	-0.4521	4.8565	-9.9658	-5.0116	-9.9658	-3.8160	6.0211	-9.9658	1.4011	2.4252
TCGA-EB-A5KH-06	Integumentary	TCGA-EB-A5KH-06	-9.9658	-9.9658	0.2400	-0.2159	1.5661	2.3048	4.8095	-9.9658	3.1987	-6.5064	3.1129	-9.9658	-9.9658	9.0223	-9.9658	-9.9658	0.0854	3.4530	1.9377	5.3862	-9.9658	-6.5064	-9.9658	-4.2934	4.6708	-9.9658	3.8330	-3.0469
TCGA-EE-A29P-06	Integumentary	TCGA-EE-A29P-06	-9.9658	-4.6082	-9.9658	-2.5479	2.5707	4.0807	6.0957	-9.9658	3.5730	-2.9324	5.8324	-9.9658	-6.5064	8.3681	-9.9658	-6.5064	0.8408	1.5661	1.0293	6.3338	-9.9658	-3.8160	-9.9658	-1.9942	6.5316	-9.9658	3.0550	1.7870
TCGA-FS-A1ZZ-06	Integumentary	TCGA-FS-A1ZZ-06	-9.9658	-6.5064	-2.6349	1.3846	-2.3884	5.1231	7.0182	-6.5064	3.9746	-0.6643	6.5854	-9.9658	-4.6082	8.3589	-9.9658	-9.9658	1.1512	-1.3921	0.3231	6.2344	-5.5735	-9.9658	-9.9658	-0.9686	6.5881	-9.9658	3.3952	-3.3076
TCGA-WE-AAA4-06	Integumentary	TCGA-WE-AAA4-06	-9.9658	-9.9658	-6.5064	-0.4921	2.2330	1.5709	5.0492	-9.9658	2.2513	-5.5735	5.6112	-9.9658	-9.9658	8.6540	-9.9658	-9.9658	0.0718	0.0014	-0.1187	5.3385	-9.9658	-9.9658	-9.9658	-5.5735	7.1783	-9.9658	2.7805	2.5338
TCGA-FW-A5DY-06	Integumentary	TCGA-FW-A5DY-06	-9.9658	-3.8160	-6.5064	0.8164	1.0573	4.2366	5.6708	-9.9658	2.7444	-1.4699	5.9614	-9.9658	-4.6082	6.6197	-9.9658	-5.5735	1.7954	0.6790	1.1184	6.3665	-6.5064	-5.5735	-4.2934	-1.6850	5.8982	-3.1714	2.1147	-0.1828
TCGA-D3-A2JN-06	Integumentary	TCGA-D3-A2JN-06	-5.0116	-3.0469	-9.9658	-2.5479	3.3421	2.8280	5.3754	-9.9658	1.7316	-3.8160	6.2773	-6.5064	-9.9658	7.2402	-9.9658	-9.9658	-1.1172	3.7464	0.9115	4.0985	-3.8160	-9.9658	-9.9658	-3.0469	5.2713	-9.9658	2.2663	-0.5125
TCGA-EE-A3J5-06	Integumentary	TCGA-EE-A3J5-06	-9.9658	-9.9658	-6.5064	-5.0116	2.0912	3.7302	7.6169	-9.9658	3.1540	-2.6349	6.1196	-9.9658	-9.9658	7.9684	-9.9658	-9.9658	1.5612	4.1883	1.1184	5.5744	-6.5064	-9.9658	-9.9658	-2.8262	5.0505	-9.9658	2.8482	0.4865
TCGA-ER-A19O-06	Integumentary	TCGA-ER-A19O-06	-9.9658	-9.9658	-2.5479	-9.9658	3.9682	3.8650	6.6974	-9.9658	1.6466	-3.1714	8.6265	-4.6082	-5.5735	8.6362	-9.9658	-5.0116	0.8488	2.8955	0.6790	3.8461	-9.9658	-6.5064	-9.9658	-4.0350	6.6361	-9.9658	3.3492	0.7146
TCGA-EE-A2GT-06	Integumentary	TCGA-EE-A2GT-06	-9.9658	-9.9658	-9.9658	-5.5735	2.1013	3.6972	6.9857	-9.9658	2.8076	-4.0350	6.0691	-9.9658	-9.9658	8.1609	-9.9658	-4.6082	0.5271	0.4447	1.2934	6.5981	-4.0350	-9.9658	-5.0116	-0.7346	6.0279	-9.9658	3.0740	0.1776
TCGA-EE-A3AG-06	Integumentary	TCGA-EE-A3AG-06	-9.9658	-3.8160	-9.9658	-0.8863	2.2990	5.0215	6.8971	-2.1140	2.9338	-2.1140	7.7372	-9.9658	-5.5735	8.0390	-9.9658	-3.6259	1.0151	4.6628	-0.9971	3.4237	-0.8599	-5.0116	-5.5735	-2.4659	4.3313	-9.9658	2.8361	-2.8262
TCGA-GF-A6C9-06	Integumentary	TCGA-GF-A6C9-06	-9.9658	0.2642	-1.7809	-2.5479	0.7579	4.2586	4.5778	-2.8262	3.0163	-5.0116	4.2289	-6.5064	-6.5064	6.4246	-9.9658	-5.0116	1.0915	0.9642	-0.0574	5.6171	-1.3183	-3.4580	-5.5735	-1.9942	6.3431	-4.2934	2.2421	1.6327
TCGA-FR-A7U8-06	Integumentary	TCGA-FR-A7U8-06	-9.9658	-9.9658	-9.9658	0.1903	0.3460	2.4597	6.6618	-9.9658	1.3901	-2.9324	6.0955	-2.6349	-4.0350	7.7667	-0.6416	-9.9658	0.0990	2.8402	-0.4921	2.8602	-1.9942	-6.5064	-6.5064	-2.4659	5.8495	-9.9658	1.6512	-3.3076
TCGA-XV-AB01-06	Integumentary	TCGA-XV-AB01-06	-9.9658	-9.9658	-9.9658	-9.9658	0.8408	1.4756	6.0601	-9.9658	2.0946	-6.5064	6.8877	-9.9658	-9.9658	9.4953	-9.9658	-9.9658	-0.2498	3.0092	-0.0425	4.5898	-9.9658	-5.5735	-9.9658	-3.8160	5.5650	-9.9658	2.7095	-1.8314
TCGA-DA-A95Z-06	Integumentary	TCGA-DA-A95Z-06	-9.9658	-9.9658	-9.9658	-1.5105	-0.1345	3.5899	6.3599	-9.9658	3.3563	-2.9324	6.6608	-9.9658	-4.0350	7.7732	-9.9658	-9.9658	0.7058	3.0927	-0.8339	5.1799	-9.9658	-5.0116	-4.2934	-2.6349	5.2724	-9.9658	2.8502	-1.4305
TCGA-D3-A8GJ-06	Integumentary	TCGA-D3-A8GJ-06	-9.9658	-6.5064	-9.9658	-1.5951	2.4623	3.0688	6.5054	-9.9658	2.6510	-1.8836	5.4199	-9.9658	-9.9658	8.2388	-9.9658	-9.9658	0.5370	3.6612	-0.5125	5.2691	-5.5735	-5.5735	-9.9658	-2.7274	6.7901	-9.9658	1.9895	2.2360
TCGA-D3-A8GN-06	Integumentary	TCGA-D3-A8GN-06	-9.9658	-4.0350	-9.9658	-9.9658	0.4340	3.2450	6.3873	-9.9658	2.5288	-3.0469	4.1780	-9.9658	-9.9658	7.5142	-9.9658	-9.9658	-0.6416	3.3828	0.1648	4.7214	-6.5064	-5.5735	-9.9658	-4.2934	5.7650	-9.9658	1.5758	0.0014
TCGA-DA-A1I7-06	Integumentary	TCGA-DA-A1I7-06	-9.9658	-9.9658	-9.9658	-4.0350	3.4170	5.6637	5.3855	-9.9658	3.3364	-6.5064	6.7116	-3.1714	-3.8160	8.1790	-1.5951	0.2642	2.3222	4.1652	1.1833	4.4357	-9.9658	-6.5064	-6.5064	-0.7834	6.6060	-9.9658	4.2189	-2.5479
TCGA-D9-A1JX-06	Integumentary	TCGA-D9-A1JX-06	-9.9658	-9.9658	-5.0116	0.6050	1.6964	4.5021	7.3922	-9.9658	4.0109	-1.5105	6.7212	-5.5735	-9.9658	8.8102	-6.5064	-5.0116	2.6208	4.2335	-0.3940	6.2510	-4.2934	-9.9658	-6.5064	-2.2447	6.5141	-9.9658	3.4958	1.5709
TCGA-GN-A266-06	Integumentary	TCGA-GN-A266-06	-9.9658	-1.3921	-6.5064	-6.5064	3.8896	5.8701	5.4290	-6.5064	4.5305	-0.9132	3.7804	-3.3076	-9.9658	7.9436	-9.9658	-4.2934	2.5087	4.3986	2.0360	7.2568	-3.8160	-3.1714	-6.5064	0.3115	6.7032	-9.9658	3.6474	0.3115
TCGA-EE-A2MD-06	Integumentary	TCGA-EE-A2MD-06	-9.9658	-9.9658	-5.5735	-4.6082	3.7237	3.9468	7.0005	-6.5064	3.9901	-2.9324	7.5815	-6.5064	-9.9658	8.2098	-4.0350	-9.9658	2.8096	-0.8084	0.9789	5.2736	-0.9686	-5.0116	-5.0116	-1.9379	4.0348	-6.5064	3.2662	-0.6643
TCGA-D3-A2J9-06	Integumentary	TCGA-D3-A2J9-06	-9.9658	-5.5735	-6.5064	-2.1779	3.1701	4.1145	5.7666	-6.5064	3.7017	-1.9379	5.8400	-9.9658	-9.9658	7.0397	-9.9658	-5.5735	2.4831	1.0711	1.6604	6.4522	-6.5064	-5.5735	-6.5064	-1.9942	6.7617	-5.0116	2.6464	2.5263
TCGA-D3-A51R-06	Integumentary	TCGA-D3-A51R-06	-9.9658	6.1627	-4.6082	1.2209	4.2684	4.9878	5.1559	-2.9324	3.7410	-0.2498	6.9453	0.6050	-3.4580	-0.1345	-9.9658	-3.3076	3.7432	3.7421	4.1490	4.7549	-6.5064	-2.1140	-5.5735	-0.1828	3.9524	-9.9658	2.4908	-9.9658
TCGA-ER-A19G-06	Integumentary	TCGA-ER-A19G-06	-9.9658	-5.0116	-9.9658	-1.0862	2.5585	4.4536	7.3519	-9.9658	3.8501	-1.4699	6.0620	-9.9658	-4.2934	8.2765	-9.9658	-3.8160	0.9115	3.7529	0.8488	6.6820	-9.9658	-5.5735	-9.9658	-2.8262	6.3163	-9.9658	2.9562	0.5470
TCGA-FR-A8YC-06	Integumentary	TCGA-FR-A8YC-06	-9.9658	-9.9658	-9.9658	-0.2328	1.2085	3.8421	6.0751	-9.9658	3.4945	-0.4719	5.4233	-5.5735	-9.9658	7.9423	-9.9658	-6.5064	0.9493	-0.2328	-0.7588	4.9468	-9.9658	-9.9658	-9.9658	-1.6394	5.5772	-9.9658	2.5288	-1.3921
TCGA-FR-A8YD-06	Integumentary	TCGA-FR-A8YD-06	-9.9658	-9.9658	-2.6349	-1.5951	0.3573	1.2576	6.5531	-3.6259	2.3816	-5.0116	5.5552	-5.0116	-2.1140	8.9319	-9.9658	-4.0350	-0.1345	-1.3183	1.9564	5.5018	-6.5064	-6.5064	-0.7346	-3.8160	5.0180	-9.9658	2.3816	-3.3076
TCGA-DA-A1I4-06	Integumentary	TCGA-DA-A1I4-06	-9.9658	-5.0116	-9.9658	-2.0529	2.0395	3.8749	6.7011	-9.9658	3.0944	-4.0350	5.6851	-6.5064	-6.5064	7.4252	-4.2934	-9.9658	-0.3383	3.3464	1.7009	4.9538	-2.9324	-6.5064	-9.9658	-1.3183	5.5024	-9.9658	1.9895	-2.1140
TCGA-FS-A4FB-06	Integumentary	TCGA-FS-A4FB-06	-9.9658	-9.9658	-9.9658	-9.9658	0.4340	3.4933	7.5660	-9.9658	2.8877	-1.8836	7.1966	-9.9658	-9.9658	8.2437	-4.2934	-9.9658	1.9302	4.6089	0.5666	5.8679	-3.1714	-5.5735	-9.9658	-0.0277	4.8440	-9.9658	2.6624	-4.2934
TCGA-FS-A1ZR-06	Integumentary	TCGA-FS-A1ZR-06	-9.9658	-9.9658	-3.4580	-2.3884	2.0004	4.9165	8.1812	-0.8863	3.4583	-1.3183	6.8902	-9.9658	-4.0350	8.6735	-9.9658	-6.5064	1.4600	3.9070	1.5950	6.5083	-1.5522	-6.5064	-3.8160	-0.6643	4.8079	-9.9658	3.5187	-1.0559
TCGA-ER-A3ET-06	Integumentary	TCGA-ER-A3ET-06	-9.9658	-9.9658	-9.9658	0.2762	2.5731	4.7877	5.5802	-9.9658	4.5079	-2.1140	4.4108	-4.2934	-3.8160	8.0106	-6.5064	-9.9658	2.0040	4.0739	2.9432	6.3487	-9.9658	-4.2934	-4.0350	-1.5522	6.7114	-9.9658	3.2251	-1.1488
TCGA-DA-A95V-06	Integumentary	TCGA-DA-A95V-06	-9.9658	-3.4580	-6.5064	-1.8836	0.5170	0.3573	4.8600	-9.9658	2.4883	-5.5735	4.7253	-0.7834	-9.9658	8.5758	-9.9658	-6.5064	-2.1779	-0.0277	-0.6193	4.7033	-6.5064	-9.9658	-5.5735	-3.4580	7.9916	-9.9658	3.6578	-0.2159
TCGA-EE-A2GC-06	Integumentary	TCGA-EE-A2GC-06	-9.9658	-1.4305	-4.6082	-4.2934	3.2541	4.8670	6.1310	-9.9658	4.5466	-2.6349	4.8390	-9.9658	-9.9658	7.2869	-6.5064	-9.9658	1.3846	-0.8599	1.9786	6.7353	-4.2934	-5.5735	-5.5735	-1.2828	6.6190	-9.9658	3.3814	1.0915
TCGA-GN-A264-06	Integumentary	TCGA-GN-A264-06	-9.9658	-9.9658	-0.0277	0.6790	3.0305	4.8978	5.6679	-9.9658	3.8511	-2.2447	3.3336	-2.7274	-9.9658	8.5768	-4.6082	-5.5735	2.0465	0.7493	3.2737	7.3744	-5.5735	-5.5735	-9.9658	-1.3183	3.8837	-9.9658	3.7656	-3.0469
TCGA-ER-A19S-06	Integumentary	TCGA-ER-A19S-06	-9.9658	-9.9658	-6.5064	-2.0529	3.0002	3.8259	6.0959	-5.5735	3.0550	-3.3076	5.6233	-6.5064	-5.0116	7.3326	-9.9658	-9.9658	1.7870	1.9675	-0.7346	5.4486	-6.5064	-6.5064	-6.5064	-1.9942	6.0702	-9.9658	2.2206	2.2144
TCGA-D3-A8GM-06	Integumentary	TCGA-D3-A8GM-06	-9.9658	-9.9658	-2.1779	0.7916	1.7954	3.5187	6.5938	-9.9658	4.9165	-2.0529	4.0584	-2.1779	-9.9658	8.7457	-9.9658	-5.5735	2.6255	2.2299	0.9115	5.8642	-0.6873	-5.0116	-5.5735	-0.3022	6.9758	-9.9658	3.4304	-0.3201
TCGA-FW-A3R5-06	Integumentary	TCGA-FW-A3R5-06	-9.9658	-4.6082	-9.9658	-0.3383	3.5572	4.2518	6.0648	-9.9658	4.4020	-2.2447	4.9878	-9.9658	-6.5064	7.9606	-9.9658	-5.0116	2.0360	-0.3940	1.6558	6.8369	-9.9658	-5.0116	-6.5064	-3.4580	5.0197	-9.9658	3.1145	-1.2142
TCGA-D3-A1Q5-06	Integumentary	TCGA-D3-A1Q5-06	-9.9658	-0.5756	-4.0350	3.2617	2.3135	5.5659	5.8607	-9.9658	4.5021	-1.1811	7.0591	-2.8262	-2.6349	9.4799	-1.9379	-3.1714	3.2267	4.8167	0.7233	4.6041	1.0433	-2.1779	-1.0262	2.6828	4.6491	-9.9658	3.9892	-1.3548
TCGA-EE-A2GO-06	Integumentary	TCGA-EE-A2GO-06	-9.9658	-9.9658	-5.5735	-2.8262	4.5311	6.0468	6.0633	-9.9658	2.6670	-2.5479	7.0366	-9.9658	-5.5735	8.2115	-6.5064	-5.5735	1.4547	4.3198	1.0642	3.1344	1.0573	-9.9658	-9.9658	-1.0559	5.6747	-5.5735	3.2328	-4.2934
TCGA-EE-A3J4-06	Integumentary	TCGA-EE-A3J4-06	-9.9658	-9.9658	-5.0116	-0.1828	-0.0130	4.2126	6.1158	-9.9658	3.6816	-2.6349	3.7072	-9.9658	-9.9658	8.7037	-9.9658	-9.9658	0.4016	2.7972	-0.5973	6.9907	-9.9658	-6.5064	-9.9658	-1.2828	5.2277	-9.9658	2.7095	-1.6394
TCGA-D9-A1JW-06	Integumentary	TCGA-D9-A1JW-06	-9.9658	-9.9658	-6.5064	-0.6873	1.5216	2.8260	6.3036	-6.5064	2.8562	-3.4580	5.4702	-0.2671	-9.9658	8.2091	-6.5064	-9.9658	1.1706	3.0961	0.2881	6.1127	-9.9658	-5.5735	-6.5064	-3.6259	6.3904	-9.9658	2.8916	1.1706
TCGA-3N-A9WC-06	Integumentary	TCGA-3N-A9WC-06	-9.9658	-4.2934	-9.9658	-2.7274	2.8641	4.6029	6.1958	-9.9658	3.8886	-1.5105	5.1664	-1.2481	-6.5064	7.9233	-9.9658	-9.9658	0.1257	1.2085	-0.4131	5.5078	-6.5064	-6.5064	-9.9658	0.3346	6.3738	-9.9658	3.2405	1.3167
TCGA-FW-A3I3-06	Integumentary	TCGA-FW-A3I3-06	-9.9658	-9.9658	-0.9132	1.1050	2.6579	4.6588	5.9241	-6.5064	4.3270	-1.7322	4.2281	-3.6259	-6.5064	7.2480	-3.8160	-6.5064	1.2992	2.7401	0.0158	7.1471	-6.5064	-4.6082	-4.6082	-1.2481	5.8883	-5.0116	2.5511	-3.6259
TCGA-D3-A8GE-06	Integumentary	TCGA-D3-A8GE-06	-9.9658	-9.9658	-9.9658	-4.6082	7.1590	5.5386	5.4715	-9.9658	4.2825	-0.7108	8.3034	-9.9658	-3.6259	-9.9658	-9.9658	-3.8160	3.8670	5.6180	2.7721	5.7528	-9.9658	-9.9658	-9.9658	-1.3548	6.8473	-9.9658	3.7017	0.8246
TCGA-EE-A3AF-06	Integumentary	TCGA-EE-A3AF-06	-9.9658	-3.8160	-6.5064	-2.1779	2.1345	3.6266	6.9337	-9.9658	3.2359	-4.2934	6.5680	-9.9658	-6.5064	8.3406	-9.9658	-9.9658	2.1830	0.7999	-0.0130	6.2361	-4.6082	-6.5064	-5.5735	-3.0469	5.7123	-9.9658	3.1939	-0.6416
TCGA-YG-AA3O-06	Integumentary	TCGA-YG-AA3O-06	-9.9658	-4.6082	-6.5064	-0.2328	2.2113	4.2412	6.6141	-9.9658	3.7302	-0.9132	6.1379	0.7579	-9.9658	8.0078	-5.5735	-6.5064	1.4065	0.1257	0.6880	4.9093	-9.9658	-6.5064	-9.9658	-2.1140	5.2338	-9.9658	2.8974	-1.4699
TCGA-YD-A9TB-06	Integumentary	TCGA-YD-A9TB-06	-9.9658	-9.9658	-5.5735	-3.1714	2.2330	5.0113	7.2229	-9.9658	3.7410	-2.4659	6.3992	-9.9658	-6.5064	8.3112	-9.9658	-6.5064	1.3791	3.9534	2.1957	6.1225	0.0854	-6.5064	-5.5735	-1.3183	5.7471	-9.9658	2.8502	-0.5543
TCGA-WE-A8ZO-06	Integumentary	TCGA-WE-A8ZO-06	-9.9658	-5.0116	-4.2934	-1.4699	1.3901	4.4582	7.5972	-6.5064	3.7160	-1.2481	6.5189	-3.6259	-9.9658	8.3060	-9.9658	-6.5064	0.3346	-0.2498	0.1388	5.5445	-9.9658	-2.3147	-9.9658	-1.5522	6.5409	-9.9658	3.2511	0.0300
TCGA-EE-A2GM-06	Integumentary	TCGA-EE-A2GM-06	-9.9658	-9.9658	-9.9658	0.1257	1.1250	3.9543	7.0750	-9.9658	2.5213	-1.1811	6.6869	-9.9658	-9.9658	8.1012	-5.5735	-9.9658	1.9264	3.6254	0.0854	5.5641	-6.5064	-9.9658	-9.9658	-2.4659	4.8430	-9.9658	2.4701	-1.0559
TCGA-GF-A3OT-06	Integumentary	TCGA-GF-A3OT-06	-9.9658	-4.0350	-3.8160	-1.6394	3.2080	7.6271	4.2196	-9.9658	4.2973	-4.0350	4.4033	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	2.7379	4.9942	1.9149	6.5026	-9.9658	-6.5064	-9.9658	-3.0469	5.3374	-9.9658	3.2826	-1.2142
TCGA-FS-A4F9-06	Integumentary	TCGA-FS-A4F9-06	-9.9658	-0.2328	-9.9658	-1.3548	3.6172	2.9562	7.5010	-9.9658	2.9747	-1.5522	5.5451	-6.5064	-1.8836	7.3059	-6.5064	-9.9658	2.3077	-0.9971	0.2154	5.4565	-9.9658	-6.5064	-9.9658	-1.4305	5.1985	-5.5735	2.7572	-5.5735
TCGA-EE-A17Y-06	Integumentary	TCGA-EE-A17Y-06	-9.9658	-4.2934	-5.0116	1.2576	3.0876	5.8410	-0.0877	-9.9658	3.4765	-2.4659	7.2792	-5.0116	-5.0116	8.1901	-9.9658	-2.7274	1.6740	4.3841	0.4016	4.1931	-3.0469	-9.9658	-6.5064	0.8327	5.3042	-9.9658	3.3464	-2.5479
TCGA-D3-A1Q7-06	Integumentary	TCGA-D3-A1Q7-06	-9.9658	-4.6082	-6.5064	-1.6394	3.4210	4.7442	6.3351	-9.9658	4.0799	-2.1140	3.8808	-0.1828	-9.9658	7.8716	-9.9658	-6.5064	1.3956	1.8604	3.2158	6.9592	-9.9658	-5.0116	-6.5064	-0.5756	6.8553	-5.0116	3.0619	2.8779
TCGA-EE-A2GU-06	Integumentary	TCGA-EE-A2GU-06	-9.9658	-3.8160	-9.9658	0.6608	2.7615	4.0875	7.6399	-6.5064	4.4189	-1.7322	6.1416	-1.6394	-5.0116	8.1449	-9.9658	-6.5064	1.8762	-0.3566	0.5069	6.6057	-9.9658	-6.5064	-9.9658	-2.3147	6.5569	-9.9658	3.8002	1.6187
TCGA-EE-A2GS-06	Integumentary	TCGA-EE-A2GS-06	-9.9658	-5.5735	-9.9658	-1.2481	0.6425	4.7458	7.0093	-9.9658	2.8055	-2.9324	7.4269	-1.5522	-6.5064	8.8118	-4.6082	-3.6259	2.4439	3.4726	0.5859	5.8597	-2.4659	-6.5064	-9.9658	0.7321	6.5814	-9.9658	3.0978	-1.3548
TCGA-D9-A149-06	Integumentary	TCGA-D9-A149-06	-9.9658	-9.9658	-3.8160	-4.0350	1.9302	4.4377	7.5752	-9.9658	3.6289	-2.6349	5.8074	-9.9658	-9.9658	8.1816	-9.9658	-6.5064	0.2277	4.1027	0.5069	6.4300	-9.9658	-6.5064	-6.5064	-3.8160	6.8295	-9.9658	3.6928	0.7321
TCGA-ER-A2NG-06	Integumentary	TCGA-ER-A2NG-06	-9.9658	2.3048	-4.6082	0.6790	3.5718	4.9824	6.7732	-9.9658	3.2811	-2.8262	6.6008	-9.9658	-9.9658	8.3747	-9.9658	-9.9658	0.7321	3.6440	0.0990	6.1215	-9.9658	-9.9658	-9.9658	-1.1811	6.8505	-9.9658	3.4116	1.0915
